Mizoram,5,Fenugreek Water (1 glass),"Brown Rice Poha (1 cup, low oil) with sprouts",Papaya (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Salad,Handful of Almonds (5-6),Green Tea (1 cup),"Grilled Chicken (1 serving) with a side of Bai (Green leafy vegetables, 1.5 cup)"
Mizoram,6,Ginger-Turmeric Tea (1 cup),"Whole Wheat Veg Sandwich (2 slices, toasted)",Apple (1 medium),"Brown Rice (1/2 cup) + Dal Thawt (Simple Dal, 1 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)","Misa Mach Poora (Grilled Fish, small piece)",Lemonade with Stevia (1 glass),Millets Dosa (2) with Sambar
Mizoram,7,Warm Water with Lemon (1 glass),Quinoa Idli (2) with Sambar,Pear (1 medium),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Simple Mizo style, 1.5 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),Vegetable Clear Soup (1 bowl) with Brown Rice (1/4 cup)
Mizoram,8,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (Egg Whites/1 whole egg),Apple (1 medium),"Brown Rice (1/2 cup) + Bai (Steamed Greens/Bamboo Shoots, 1.5 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)",Handful of Walnuts (5-6),Buttermilk (1 glass),Vegetable Dalia (1 bowl) with lean chicken pieces
Mizoram,9,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Dal Chawal (Plain Dal, 1 cup) + Alu Bahen (Boiled Potato & Eggplant, small portion)","Misa Mach Poora (Grilled Fish, small piece)",Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Bai (1 cup)
Mizoram,10,Cinnamon Water (1 glass),Millets Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Ansa Tui (Boiled Chicken Broth/Stew, 1.5 cup) + Beeding (Steamed Beans, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with boiled peas
Mizoram,11,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with low-oil chutney,Orange (1 medium),"Brown Rice (1/2 cup) + Zu Tum (Boiled Vegetable Curry, 1.5 cup) + Fish Curry (low-oil, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Dal (Toor/Masoor, 1 cup)"
Mizoram,12,Fenugreek Water (1 glass),"Brown Rice Poha (1 cup, low oil) with sprouts",Papaya (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Salad,Handful of Almonds (5-6),Green Tea (1 cup),"Grilled Chicken (1 serving) with a side of Bai (Green leafy vegetables, 1.5 cup)"
Mizoram,13,Ginger-Turmeric Tea (1 cup),"Whole Wheat Veg Sandwich (2 slices, toasted)",Apple (1 medium),"Brown Rice (1/2 cup) + Dal Thawt (Simple Dal, 1 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)","Misa Mach Poora (Grilled Fish, small piece)",Lemonade with Stevia (1 glass),Millets Dosa (2) with Sambar
Mizoram,14,Warm Water with Lemon (1 glass),Quinoa Idli (2) with Sambar,Pear (1 medium),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Simple Mizo style, 1.5 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),Vegetable Clear Soup (1 bowl) with Brown Rice (1/4 cup)
Mizoram,15,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (Egg Whites/1 whole egg),Apple (1 medium),"Brown Rice (1/2 cup) + Bai (Steamed Greens/Bamboo Shoots, 1.5 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)",Handful of Walnuts (5-6),Buttermilk (1 glass),Vegetable Dalia (1 bowl) with lean chicken pieces
Mizoram,16,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Dal Chawal (Plain Dal, 1 cup) + Alu Bahen (Boiled Potato & Eggplant, small portion)","Misa Mach Poora (Grilled Fish, small piece)",Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Bai (1 cup)
Mizoram,17,Cinnamon Water (1 glass),Millets Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Ansa Tui (Boiled Chicken Broth/Stew, 1.5 cup) + Beeding (Steamed Beans, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with boiled peas
Mizoram,18,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with low-oil chutney,Orange (1 medium),"Brown Rice (1/2 cup) + Zu Tum (Boiled Vegetable Curry, 1.5 cup) + Fish Curry (low-oil, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Dal (Toor/Masoor, 1 cup)"
Mizoram,19,Fenugreek Water (1 glass),"Brown Rice Poha (1 cup, low oil) with sprouts",Papaya (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Salad,Handful of Almonds (5-6),Green Tea (1 cup),"Grilled Chicken (1 serving) with a side of Bai (Green leafy vegetables, 1.5 cup)"
Mizoram,20,Ginger-Turmeric Tea (1 cup),"Whole Wheat Veg Sandwich (2 slices, toasted)",Apple (1 medium),"Brown Rice (1/2 cup) + Dal Thawt (Simple Dal, 1 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)","Misa Mach Poora (Grilled Fish, small piece)",Lemonade with Stevia (1 glass),Millets Dosa (2) with Sambar
Mizoram,21,Warm Water with Lemon (1 glass),Quinoa Idli (2) with Sambar,Pear (1 medium),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Simple Mizo style, 1.5 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),Vegetable Clear Soup (1 bowl) with Brown Rice (1/4 cup)
Mizoram,22,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (Egg Whites/1 whole egg),Apple (1 medium),"Brown Rice (1/2 cup) + Bai (Steamed Greens/Bamboo Shoots, 1.5 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)",Handful of Walnuts (5-6),Buttermilk (1 glass),Vegetable Dalia (1 bowl) with lean chicken pieces
Mizoram,23,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Dal Chawal (Plain Dal, 1 cup) + Alu Bahen (Boiled Potato & Eggplant, small portion)","Misa Mach Poora (Grilled Fish, small piece)",Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Bai (1 cup)
Mizoram,24,Cinnamon Water (1 glass),Millets Upma (1 cup) with vegetables,Guava (1 medium),"Brown Rice (1/2 cup) + Ansa Tui (Boiled Chicken Broth/Stew, 1.5 cup) + Beeding (Steamed Beans, 1 cup)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),Millets Khichdi (1 cup) with boiled peas
Mizoram,25,Bitter Gourd Juice (1 glass),Moong Dal Cheela (2) with low-oil chutney,Orange (1 medium),"Brown Rice (1/2 cup) + Zu Tum (Boiled Vegetable Curry, 1.5 cup) + Fish Curry (low-oil, 1 cup)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Chapati (2) with Dal (Toor/Masoor, 1 cup)"
Mizoram,26,Fenugreek Water (1 glass),"Brown Rice Poha (1 cup, low oil) with sprouts",Papaya (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks + Cucumber Salad,Handful of Almonds (5-6),Green Tea (1 cup),"Grilled Chicken (1 serving) with a side of Bai (Green leafy vegetables, 1.5 cup)"
Mizoram,27,Ginger-Turmeric Tea (1 cup),"Whole Wheat Veg Sandwich (2 slices, toasted)",Apple (1 medium),"Brown Rice (1/2 cup) + Dal Thawt (Simple Dal, 1 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)","Misa Mach Poora (Grilled Fish, small piece)",Lemonade with Stevia (1 glass),Millets Dosa (2) with Sambar
Mizoram,28,Warm Water with Lemon (1 glass),Quinoa Idli (2) with Sambar,Pear (1 medium),"Whole Wheat Roti (2) + Mixed Vegetable Curry (Simple Mizo style, 1.5 cup)",Roasted Chana (1/2 cup),Herbal Tea (1 cup),Vegetable Clear Soup (1 bowl) with Brown Rice (1/4 cup)
Mizoram,29,Fenugreek Water (1 glass),Whole Wheat Chapati (2) with Egg Bhurji (Egg Whites/1 whole egg),Apple (1 medium),"Brown Rice (1/2 cup) + Bai (Steamed Greens/Bamboo Shoots, 1.5 cup) + Vawksa Rep (Smoked Lean Pork, moderate portion)",Handful of Walnuts (5-6),Buttermilk (1 glass),Vegetable Dalia (1 bowl) with lean chicken pieces
Mizoram,30,Warm Water with Lemon (1 glass),Oats Porridge (1 cup) with berries/nuts,Pear (1 medium),"Brown Rice (1/2 cup) + Dal Chawal (Plain Dal, 1 cup) + Alu Bahen (Boiled Potato & Eggplant, small portion)","Misa Mach Poora (Grilled Fish, small piece)",Green Tea (1 cup),Whole Wheat Roti (2) with Mixed Vegetable Bai (1 cup)
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Naga,1,Fenugreek Water (1 glass),Brown Rice Poha (low oil) with sprouts,Apple (1 medium),"Brown Rice (1/2 cup) + Hinkejvu (Vegetable & Taro Stew, 1.5 cup) + Boiled Chicken/Fish (1 serving)",Handful of Walnuts (5-6),Buttermilk (1 glass),Millets Khichdi (1 cup) with boiled vegetables
Naga,2,Warm Water with Lemon (1 glass),"Whole Wheat Chapati (2) with Truk (Light vegetable curry, 1 cup)",Orange (1 medium),"Brown Rice (1/2 cup) + Bamboo Shoot Curry (low oil, 1 cup) + Axone Dal (small portion)",Roasted Chana (1/2 cup),Green Tea (1 cup),Steamed Fish (1 serving) with Sauteed Naga Greens (1.5 cup)
Naga,3,Cinnamon Water (1 glass),Oats Idli (2) with Sambar,Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Bushmeat-style Veg Curry (Tofu/mushroom),Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Yam Leaves/Mustard Greens (Oozum style, 1 cup)"
Naga,4,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Pear (1 medium),"Brown Rice (1/2 cup) + Chicken Hinkejvu (Lean meat in vegetable stew, 1.5 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Naga,5,Fenugreek Water (1 glass),Moong Dal Cheela (2),Papaya (1 cup),Whole Wheat Roti (2) + Axone Dal (1 cup) + Truk (Bamboo Shoot and Mustard Leaves),Roasted Makhana (1/2 cup),Green Tea (1 cup),Grilled Chicken/Tofu (1 serving) with Boiled Beans/Carrots (1.5 cup)
Naga,6,Ginger-Turmeric Tea (1 cup),Millets Upma (1 cup) with vegetables,Apple (1 medium),"Brown Rice (1/2 cup) + Galho (Lentil Porridge, 1.5 cup)",Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),Whole Wheat Chapati (2) with Smoked Dal (1 cup)
Naga,7,Warm Water with Lemon (1 glass),"Whole Wheat Thepla (2, low oil) with Curd",Orange (1 medium),Brown Rice (1/2 cup) + Beans/Spinach with Naga Ginger (1.5 cup) + Boiled Egg White (2),Handful of Walnuts (5-6),Herbal Tea (1 cup),Millets Dosa (2) with Sambar
Naga,8,Fenugreek Water (1 glass),Brown Rice Poha (low oil) with sprouts,Apple (1 medium),"Brown Rice (1/2 cup) + Hinkejvu (Vegetable & Taro Stew, 1.5 cup) + Boiled Chicken/Fish (1 serving)",Handful of Walnuts (5-6),Buttermilk (1 glass),Millets Khichdi (1 cup) with boiled vegetables
Naga,9,Warm Water with Lemon (1 glass),"Whole Wheat Chapati (2) with Truk (Light vegetable curry, 1 cup)",Orange (1 medium),"Brown Rice (1/2 cup) + Bamboo Shoot Curry (low oil, 1 cup) + Axone Dal (small portion)",Roasted Chana (1/2 cup),Green Tea (1 cup),Steamed Fish (1 serving) with Sauteed Naga Greens (1.5 cup)
Naga,10,Cinnamon Water (1 glass),Oats Idli (2) with Sambar,Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Bushmeat-style Veg Curry (Tofu/mushroom),Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Yam Leaves/Mustard Greens (Oozum style, 1 cup)"
Naga,11,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Pear (1 medium),"Brown Rice (1/2 cup) + Chicken Hinkejvu (Lean meat in vegetable stew, 1.5 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Naga,12,Fenugreek Water (1 glass),Moong Dal Cheela (2),Papaya (1 cup),Whole Wheat Roti (2) + Axone Dal (1 cup) + Truk (Bamboo Shoot and Mustard Leaves),Roasted Makhana (1/2 cup),Green Tea (1 cup),Grilled Chicken/Tofu (1 serving) with Boiled Beans/Carrots (1.5 cup)
Naga,13,Ginger-Turmeric Tea (1 cup),Millets Upma (1 cup) with vegetables,Apple (1 medium),"Brown Rice (1/2 cup) + Galho (Lentil Porridge, 1.5 cup)",Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),Whole Wheat Chapati (2) with Smoked Dal (1 cup)
Naga,14,Warm Water with Lemon (1 glass),"Whole Wheat Thepla (2, low oil) with Curd",Orange (1 medium),Brown Rice (1/2 cup) + Beans/Spinach with Naga Ginger (1.5 cup) + Boiled Egg White (2),Handful of Walnuts (5-6),Herbal Tea (1 cup),Millets Dosa (2) with Sambar
Naga,15,Fenugreek Water (1 glass),Brown Rice Poha (low oil) with sprouts,Apple (1 medium),"Brown Rice (1/2 cup) + Hinkejvu (Vegetable & Taro Stew, 1.5 cup) + Boiled Chicken/Fish (1 serving)",Handful of Walnuts (5-6),Buttermilk (1 glass),Millets Khichdi (1 cup) with boiled vegetables
Naga,16,Warm Water with Lemon (1 glass),"Whole Wheat Chapati (2) with Truk (Light vegetable curry, 1 cup)",Orange (1 medium),"Brown Rice (1/2 cup) + Bamboo Shoot Curry (low oil, 1 cup) + Axone Dal (small portion)",Roasted Chana (1/2 cup),Green Tea (1 cup),Steamed Fish (1 serving) with Sauteed Naga Greens (1.5 cup)
Naga,17,Cinnamon Water (1 glass),Oats Idli (2) with Sambar,Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Bushmeat-style Veg Curry (Tofu/mushroom),Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Yam Leaves/Mustard Greens (Oozum style, 1 cup)"
Naga,18,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Pear (1 medium),"Brown Rice (1/2 cup) + Chicken Hinkejvu (Lean meat in vegetable stew, 1.5 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Naga,19,Fenugreek Water (1 glass),Moong Dal Cheela (2),Papaya (1 cup),Whole Wheat Roti (2) + Axone Dal (1 cup) + Truk (Bamboo Shoot and Mustard Leaves),Roasted Makhana (1/2 cup),Green Tea (1 cup),Grilled Chicken/Tofu (1 serving) with Boiled Beans/Carrots (1.5 cup)
Naga,20,Ginger-Turmeric Tea (1 cup),Millets Upma (1 cup) with vegetables,Apple (1 medium),"Brown Rice (1/2 cup) + Galho (Lentil Porridge, 1.5 cup)",Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),Whole Wheat Chapati (2) with Smoked Dal (1 cup)
Naga,21,Warm Water with Lemon (1 glass),"Whole Wheat Thepla (2, low oil) with Curd",Orange (1 medium),Brown Rice (1/2 cup) + Beans/Spinach with Naga Ginger (1.5 cup) + Boiled Egg White (2),Handful of Walnuts (5-6),Herbal Tea (1 cup),Millets Dosa (2) with Sambar
Naga,22,Fenugreek Water (1 glass),Brown Rice Poha (low oil) with sprouts,Apple (1 medium),"Brown Rice (1/2 cup) + Hinkejvu (Vegetable & Taro Stew, 1.5 cup) + Boiled Chicken/Fish (1 serving)",Handful of Walnuts (5-6),Buttermilk (1 glass),Millets Khichdi (1 cup) with boiled vegetables
Naga,23,Warm Water with Lemon (1 glass),"Whole Wheat Chapati (2) with Truk (Light vegetable curry, 1 cup)",Orange (1 medium),"Brown Rice (1/2 cup) + Bamboo Shoot Curry (low oil, 1 cup) + Axone Dal (small portion)",Roasted Chana (1/2 cup),Green Tea (1 cup),Steamed Fish (1 serving) with Sauteed Naga Greens (1.5 cup)
Naga,24,Cinnamon Water (1 glass),Oats Idli (2) with Sambar,Guava (1 medium),Millets Pulao (1 cup) with Soya Chunks + Bushmeat-style Veg Curry (Tofu/mushroom),Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Yam Leaves/Mustard Greens (Oozum style, 1 cup)"
Naga,25,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Pear (1 medium),"Brown Rice (1/2 cup) + Chicken Hinkejvu (Lean meat in vegetable stew, 1.5 cup)",Handful of Almonds (5-6),Buttermilk (1 glass),Brown Rice (1/4 cup) with Clear Vegetable Soup (2 bowls)
Naga,26,Fenugreek Water (1 glass),Moong Dal Cheela (2),Papaya (1 cup),Whole Wheat Roti (2) + Axone Dal (1 cup) + Truk (Bamboo Shoot and Mustard Leaves),Roasted Makhana (1/2 cup),Green Tea (1 cup),Grilled Chicken/Tofu (1 serving) with Boiled Beans/Carrots (1.5 cup)
Naga,27,Ginger-Turmeric Tea (1 cup),Millets Upma (1 cup) with vegetables,Apple (1 medium),"Brown Rice (1/2 cup) + Galho (Lentil Porridge, 1.5 cup)",Steamed Corn on the cob (small),Lemonade with Stevia (1 glass),Whole Wheat Chapati (2) with Smoked Dal (1 cup)
Naga,28,Warm Water with Lemon (1 glass),"Whole Wheat Thepla (2, low oil) with Curd",Orange (1 medium),Brown Rice (1/2 cup) + Beans/Spinach with Naga Ginger (1.5 cup) + Boiled Egg White (2),Handful of Walnuts (5-6),Herbal Tea (1 cup),Millets Dosa (2) with Sambar
Naga,29,Fenugreek Water (1 glass),Brown Rice Poha (low oil) with sprouts,Apple (1 medium),"Brown Rice (1/2 cup) + Hinkejvu (Vegetable & Taro Stew, 1.5 cup) + Boiled Chicken/Fish (1 serving)",Handful of Walnuts (5-6),Buttermilk (1 glass),Millets Khichdi (1 cup) with boiled vegetables
Naga,30,Warm Water with Lemon (1 glass),"Whole Wheat Chapati (2) with Truk (Light vegetable curry, 1 cup)",Orange (1 medium),"Brown Rice (1/2 cup) + Bamboo Shoot Curry (low oil, 1 cup) + Axone Dal (small portion)",Roasted Chana (1/2 cup),Green Tea (1 cup),Steamed Fish (1 serving) with Sauteed Naga Greens (1.5 cup)
State,Day,Early Morning Drink,Breakfast,Mid-Morning Snack,Lunch,Afternoon Snack,Afternoon Drink,Dinner
Odisha (Odia),1,Fenugreek Water (1 glass),"Chakuli Pitha (Rice/Dal based flatbread, 2) with Dalma (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Dalma (Lentils and vegetables, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Besara (Mustard paste veg curry, 1 cup)"
Odisha (Odia),2,Cinnamon Water (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Brown Rice (1/2 cup) + Macha Besara (Fish in mustard, low oil, 1 serving) + Saga Bhaja (Greens, low oil)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with low-fat Curd (1/2 cup)
Odisha (Odia),3,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Pakhala (Brown Rice Pakhala, small portion) with Dahi-Pani (Curd water) + Badi Chura (Lentil fritter crush, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Chhena Tarkari (Paneer curry, low fat, 1 cup)"
Odisha (Odia),4,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Santula (Boiled vegetable curry, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Bajra Roti (2) with Ghuguni (Peas Curry, 1 cup)"
Odisha (Odia),5,Fenugreek Water (1 glass),"Attakali (Whole wheat, low-sugar porridge, 1 cup)",Papaya (1 cup),"Brown Rice (1/2 cup) + Dalma (1.5 cup) + Kakharu Phula Bhaja (Pumpkin flower fritters, few, low oil)","Singada (Steamed Samosa, 1 piece)",Green Tea (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks
Odisha (Odia),6,Ginger-Turmeric Tea (1 cup),"Whole Wheat Thepla (2, low oil) with Curd",Apple (1 medium),"Whole Wheat Roti (2) with Muga Dalma (Moong Dalma, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Steamed/Grilled Fish (1 serving) with sauteed green leafy vegetables
Odisha (Odia),7,Cinnamon Water (1 glass),Quinoa Poha (1 bowl) with vegetables,Pear (1 medium),"Brown Rice (1/2 cup) + Dahi Baigana (Curd & Eggplant, low oil, 1 cup) + Saga Muga (Greens with Moong Dal)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Chakuli Pitha (Rice/Dal based flatbread, 2) with Dalma (1 cup)"
Odisha (Odia),8,Fenugreek Water (1 glass),"Chakuli Pitha (Rice/Dal based flatbread, 2) with Dalma (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Dalma (Lentils and vegetables, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Besara (Mustard paste veg curry, 1 cup)"
Odisha (Odia),9,Cinnamon Water (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Brown Rice (1/2 cup) + Macha Besara (Fish in mustard, low oil, 1 serving) + Saga Bhaja (Greens, low oil)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with low-fat Curd (1/2 cup)
Odisha (Odia),10,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Pakhala (Brown Rice Pakhala, small portion) with Dahi-Pani (Curd water) + Badi Chura (Lentil fritter crush, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Chhena Tarkari (Paneer curry, low fat, 1 cup)"
Odisha (Odia),11,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Santula (Boiled vegetable curry, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Bajra Roti (2) with Ghuguni (Peas Curry, 1 cup)"
Odisha (Odia),12,Fenugreek Water (1 glass),"Attakali (Whole wheat, low-sugar porridge, 1 cup)",Papaya (1 cup),"Brown Rice (1/2 cup) + Dalma (1.5 cup) + Kakharu Phula Bhaja (Pumpkin flower fritters, few, low oil)","Singada (Steamed Samosa, 1 piece)",Green Tea (1 cup),Millets Pulao (1 cup) with Tofu/Soya Chunks
Odisha (Odia),13,Ginger-Turmeric Tea (1 cup),"Whole Wheat Thepla (2, low oil) with Curd",Apple (1 medium),"Whole Wheat Roti (2) with Muga Dalma (Moong Dalma, 1.5 cup) + Salad",Vegetable Soup (1 bowl),Lemonade with Stevia (1 glass),Steamed/Grilled Fish (1 serving) with sauteed green leafy vegetables
Odisha (Odia),14,Cinnamon Water (1 glass),Quinoa Poha (1 bowl) with vegetables,Pear (1 medium),"Brown Rice (1/2 cup) + Dahi Baigana (Curd & Eggplant, low oil, 1 cup) + Saga Muga (Greens with Moong Dal)",Handful of Walnuts (5-6),Herbal Tea (1 cup),"Chakuli Pitha (Rice/Dal based flatbread, 2) with Dalma (1 cup)"
Odisha (Odia),15,Fenugreek Water (1 glass),"Chakuli Pitha (Rice/Dal based flatbread, 2) with Dalma (1 cup)",Apple (1 medium),"Brown Rice (1/2 cup) + Dalma (Lentils and vegetables, 1.5 cup) + Salad",Roasted Chana (1/2 cup),Buttermilk (1 glass),"Whole Wheat Roti (2) with Besara (Mustard paste veg curry, 1 cup)"
Odisha (Odia),16,Cinnamon Water (1 glass),Oats Upma (1 cup) with vegetables,Pear (1 medium),"Brown Rice (1/2 cup) + Macha Besara (Fish in mustard, low oil, 1 serving) + Saga Bhaja (Greens, low oil)",Handful of Almonds (5-6),Green Tea (1 cup),Millets Khichdi (1 cup) with low-fat Curd (1/2 cup)
Odisha (Odia),17,Warm Water with Lemon (1 glass),Moong Dal Cheela (2) with Mint Chutney,Guava (1 medium),"Pakhala (Brown Rice Pakhala, small portion) with Dahi-Pani (Curd water) + Badi Chura (Lentil fritter crush, small portion)",Sprouted Moong Salad (1 cup),Herbal Tea (1 cup),"Whole Wheat Roti (2) with Chhena Tarkari (Paneer curry, low fat, 1 cup)"
Odisha (Odia),18,Bitter Gourd Juice (1 glass),Vegetable Dalia (1 bowl),Orange (1 medium),"Brown Rice (1/2 cup) + Santula (Boiled vegetable curry, 1.5 cup) + Boiled Egg White (2)",Roasted Makhana (1/2 cup),Buttermilk (1 glass),"Bajra Roti (2) with Ghuguni (Peas Curry, 1 cup)"
